grp,z,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
g 700+ g 700-760 a Passed 1st time,0,4.375,4,6,4,4,33,7,94,1,3,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,5,3,2,3,4,44,7,94,1,3,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.625,3,5,3,4,39,7,94,1,4,-63,0,0,5
g 700+ g 700-760 a Passed 1st time,0,3.625,9,5,9,4,36,7,94,1,5,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.375,4,6,4,4,40,7,94,1,3,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.875,3,4,4,4,42,7,94,1,4,-63,0,1,5
g 700+ h 760-820 a Passed 1st time,0,4.125,7,6,7,4,39,7,94,1,3,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.25,3,2,4,4,42,7,94,1,2,-63,0,1,5
g 700+ h 760-820 a Passed 1st time,0,4.625,2,1,2,4,38,7,94,1,4,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,5,6,7,6,4,47,7,94,1,3,-63,0,0,5
g 700+ g 700-760 a Passed 1st time,0,4.125,6,7,6,4,36,7,94,1,5,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.75,3,5,3,4,42,7,94,1,3,-63,0,0,5
g 700+ g 700-760 a Passed 1st time,0,3.125,2,2,2,4,39,7,94,1,4,-63,0,0,5
g 700+ g 700-760 a Passed 1st time,0,4.25,7,9,7,4,34,7,94,1,4,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.875,4,5,4,4,45,7,94,1,3,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.875,8,6,8,4,42,7,94,1,5,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.75,5,4,5,4,39,7,94,1,5,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.75,3,2,4,4,46,7,94,1,4,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.375,2,4,2,4,43,7,94,1,4,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.25,7,8,7,4,41,2,95,1,4,-68,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.5,8,8,8,4,47,7,94,1,4,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.625,7,6,7,4,44,7,94,1,4,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.375,3,6,4,4,43,7,94,1,4,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.75,6,8,6,4,38,7,94,1,4,-63,0,0,5
g 700+ h 760-820 a Passed 1st time,0,4.875,5,5,5,4,37,7,94,1,4,-63,0,0,5
g 700+ h 760-820 a Passed 1st time,0,3.5,9,7,9,4,44,7,94,1,4,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.375,2,2,2,4,40,7,94,1,5,-63,0,1,5
g 700+ h 760-820 a Passed 1st time,0,4.375,7,9,8,4,37,7,94,1,4,-63,0,0,5
g 700+ h 760-820 a Passed 1st time,0,3.625,9,9,9,4,40,7,94,1,3,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.5,2,3,2,4,40,7,94,1,4,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,5,6,8,7,4,40,7,94,1,3,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.625,1,2,1,4,44,7,94,1,3,-63,0,1,5
g 700+ h 760-820 a Passed 1st time,0,4,8,9,8,4,40,7,94,1,4,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.875,3,3,3,4,48,7,94,1,4,-63,0,1,5
g 700+ h 760-820 a Passed 1st time,0,3.25,9,9,9,4,44,7,94,1,3,-63,0,1,5
g 700+ g 700-760 a Passed 1st time,0,4.25,4,6,4,4,33,7,94,1,4,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.5,9,8,9,4,44,7,94,1,3,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.75,4,9,4,4,41,7,94,1,4,-63,0,0,5
g 700+ h 760-820 a Passed 1st time,0,4.375,5,4,6,4,39,7,94,1,4,-63,0,0,5
g 700+ h 760-820 a Passed 1st time,0,4.125,6,7,6,4,40.5,2,95,1,4,-68,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.625,2,4,2,4,42,7,94,1,3,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.5,2,2,3,4,42,7,94,1,3,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.875,9,7,9,4,41,7,94,1,4,-63,0,0,5
g 700+ g 700-760 a Passed 1st time,0,4.75,1,1,1,4,33,7,94,1,3,-63,0,0,5
g 700+ g 700-760 a Passed 1st time,0,4.25,6,7,6,4,35,7,94,1,4,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.75,9,7,9,4,38,7,94,1,5,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.75,6,3,6,4,41,7,94,1,4,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.875,7,4,7,4,45,7,94,1,3,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.75,4,2,4,4,40,7,95,1,3,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.125,5,8,5,4,42,7,94,1,4,-63,0,0,5
g 700+ h 760-820 a Passed 1st time,0,4.75,6,6,6,4,35,7,94,1,3,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.875,5,8,5,4,45,7,94,1,2,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.75,7,7,7,4,42,7,94,1,3,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.75,5,5,5,4,45,7,94,1,4,-63,0,0,5
g 700+ g 700-760 b Passed 2nd time,0,4.25,3,2,3,4,34,7,95,1,3,-63,0,0,5
g 700+ h 760-820 a Passed 1st time,0,4,10,9,10,4,40,7,94,1,4,-63,0,0,5
g 700+ h 760-820 a Passed 1st time,0,4.25,1,2,2,4,37,7,94,1,3,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.625,4,4,4,4,42,7,94,1,5,-63,0,0,5
g 700+ g 700-760 a Passed 1st time,0,4.25,6,6,6,4,36,7,94,1,5,-63,0,0,5
g 700+ h 760-820 a Passed 1st time,0,4.625,4,4,4,4,36,7,94,1,4,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.875,10,10,10,4,48,7,94,1,3,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.625,7,7,7,4,41,2,95,1,4,-68,0,1,5
g 700+ h 760-820 a Passed 1st time,0,4.625,10,10,10,4,38,7,94,1,5,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,5,6,4,6,4,46,7,94,1,4,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.625,2,2,3,4,40,7,94,1,4,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.875,7,5,7,4,41,7,94,1,4,-63,0,0,5
g 700+ g 700-760 a Passed 1st time,0,4.5,10,9,10,4,34,7,94,2,5,-63,1,0,5
g 700+ i 820+ a Passed 1st time,0,4.875,8,6,8,4,45,7,94,1,4,-63,0,0,5
g 700+ g 700-760 a Passed 1st time,0,4.75,3,4,3,4,33,7,94,1,3,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.875,6,5,6,4,39,7,94,1,4,-63,0,0,5
g 700+ g 700-760 a Passed 1st time,0,4.125,1,1,1,4,36,7,95,2,1,-63,1,0,5
g 700+ i 820+ a Passed 1st time,0,4.5,1,1,1,4,42,7,94,1,3,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.875,10,9,10,4,46,7,94,1,4,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.375,9,9,9,4,43,7,94,1,4,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.75,2,1,2,4,42,7,94,1,3,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4,7,7,7,4,42,7,94,1,5,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.625,3,5,3,4,48,7,94,1,4,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.75,7,6,7,4,39,7,94,1,4,-63,0,0,5
g 700+ g 700-760 a Passed 1st time,0,4.25,1,1,1,4,35,7,94,1,4,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.5,9,6,9,4,42,7,94,1,3,-63,0,0,5
g 700+ h 760-820 a Passed 1st time,0,4.125,2,3,2,4,40,2,94,1,3,-68,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.75,2,2,2,4,38.5,7,94,1,2,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.5,8,9,8,4,41,7,94,1,4,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.375,1,1,2,4,47,7,94,1,4,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.875,4,7,4,4,45,7,94,1,3,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.875,3,4,3,4,40,7,94,1,4,-63,0,1,5
g 700+ h 760-820 a Passed 1st time,0,4.5,6,5,6,4,37,7,94,1,4,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.25,7,8,7,4,43,7,94,1,4,-63,0,1,5
g 700+ h 760-820 a Passed 1st time,0,4.625,8,9,8,4,37,7,94,1,3,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.75,10,10,10,4,42,7,94,1,4,-63,0,1,5
g 700+ h 760-820 a Passed 1st time,0,4,6,6,6,4,41,7,94,1,5,-63,0,0,5
g 700+ g 700-760 a Passed 1st time,0,4.25,6,8,6,4,36.5,7,94,1,4,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.125,5,4,5,4,48,7,94,1,4,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.375,8,6,8,4,42,7,94,1,3,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.625,7,8,7,4,41,7,94,1,4,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,5,7,5,7,4,45,7,94,1,3,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.5,7,4,7,4,42,7,94,1,5,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.625,7,5,7,4,44,7,94,1,3,-63,0,1,5
g 700+ h 760-820 a Passed 1st time,0,4.375,9,9,9,4,37,7,94,1,5,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.5,4,1,4,4,43,2,96,1,5,-68,0,0,5
g 700+ g 700-760 a Passed 1st time,0,4.375,2,2,2,4,34,7,94,1,1,-63,0,1,5
g 700+ g 700-760 a Passed 1st time,0,4.375,10,10,10,4,33,7,94,1,2,-63,0,1,5
g 700+ g 700-760 a Passed 1st time,0,4.5,10,10,10,4,34,7,94,1,4,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.875,10,10,10,4,46,7,94,1,3,-63,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.875,10,10,10,4,45,7,94,1,4,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.875,8,8,8,4,45,7,94,1,4,-63,0,0,5
g 700+ g 700-760 a Passed 1st time,0,4.5,3,5,3,4,32,7,94,1,3,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.5,9,8,9,4,45,7,95,1,4,-63,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.75,6,8,6,4,45,7,94,1,5,-64,0,0,5
g 700+ i 820+ a Passed 1st time,0,3.625,10,10,10,4,45,7,94,1,4,-64,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.875,9,9,9,4,48,7,94,1,4,-64,0,1,5
g 700+ i 820+ a Passed 1st time,0,4.875,10,10,10,4,38,7,94,1,4,-64,0,0,5
g 700+ i 820+ a Passed 1st time,0,4.125,9,9,9,4,43,7,94,1,3,-64,0,0,5
g 700+ h 760-820 a Passed 1st time,0,4.125,4,3,4,4,39,2,95,1,3,-69,0,0,5
d 520-580 d 520-580 c Failed,0,2.875,1,1,1,5,31,7,94,1,4,-54,0,1,6
d 520-580 d 520-580 b Passed 2nd time,0,3.375,4,2,4,5,29.3,7,95,1,4,-58,0,1,6
e 580-640 e 580-640 a Passed 1st time,0,3.375,2,1,2,5,33,7,94,1,5,-57,0,0,6
e 580-640 e 580-640 a Passed 1st time,0,3.375,7,10,7,5,33,7,95,1,3,-57,0,0,6
e 580-640 e 580-640 b Passed 2nd time,0,3.625,2,1,2,5,30,7,95,1,4,-60,0,1,6
e 580-640 e 580-640 a Passed 1st time,0,3.875,3,3,3,5,29.5,7,94,1,3,-60,0,0,6
e 580-640 e 580-640 a Passed 1st time,0,2.875,1,1,1,5,33,7,94,1,4,-61,0,0,6
e 580-640 e 580-640 a Passed 1st time,0,4,1,2,1,5,30,7,94,1,5,-61,0,0,6
e 580-640 e 580-640 a Passed 1st time,0,3.75,2,3,2,5,29,6,94,2,5,-62,1,0,6
f 640-700 f 640-700 a Passed 1st time,0,4.75,2,2,2,5,30,7,94,1,1,-51,0,1,6
f 640-700 f 640-700 b Passed 2nd time,0,4.5,1,2,1,5,31,7,95,1,1,-51,0,1,6
f 640-700 f 640-700 b Passed 2nd time,0,3.875,2,2,2,5,31.5,7,95,1,4,-52,0,0,6
f 640-700 f 640-700 a Passed 1st time,0,4.5,1,1,1,5,30.5,2,95,1,3,-58,0,1,6
f 640-700 f 640-700 a Passed 1st time,0,3,10,5,10,5,36,7,94,1,5,-54,0,1,6
f 640-700 f 640-700 b Passed 2nd time,0,3.375,2,1,2,5,37,7,95,1,5,-55,0,0,6
f 640-700 f 640-700 a Passed 1st time,0,3.5,10,8,10,5,36,7,94,1,4,-55,0,0,6
f 640-700 f 640-700 a Passed 1st time,0,4.625,5,4,5,5,29.5,7,94,1,3,-56,0,1,6
f 640-700 f 640-700 a Passed 1st time,0,4.375,1,2,1,5,30.7,7,94,1,3,-58,0,1,6
f 640-700 f 640-700 a Passed 1st time,0,4.375,2,2,2,5,30,2,95,1,3,-64,0,1,6
f 640-700 f 640-700 a Passed 1st time,0,3.125,6,5,6,5,36,7,94,1,4,-59,0,1,6
f 640-700 f 640-700 a Passed 1st time,0,4.5,1,1,1,5,31,7,94,1,2,-59,0,0,6
f 640-700 f 640-700 a Passed 1st time,0,3.25,2,2,2,5,37.5,7,94,1,3,-59,0,0,6
f 640-700 f 640-700 a Passed 1st time,0,3.875,3,2,3,5,34,7,94,1,4,-60,0,1,6
f 640-700 f 640-700 c Failed,0,4.125,2,1,2,5,32,7,94,1,2,-60,0,1,6
f 640-700 f 640-700 a Passed 1st time,0,4.125,4,2,4,5,32.3,7,94,2,3,-60,1,0,6
f 640-700 f 640-700 c Failed,0,3.875,2,1,3,5,32,7,94,1,4,-60,0,0,6
f 640-700 f 640-700 b Passed 2nd time,0,4.625,2,2,2,5,30.5,7,96,1,2,-60,0,0,6
f 640-700 f 640-700 a Passed 1st time,0,4.375,1,1,1,5,32,7,94,1,3,-60,0,0,6
f 640-700 f 640-700 a Passed 1st time,0,4,10,10,10,5,33,7,94,1,1,-60,0,1,6
f 640-700 f 640-700 a Passed 1st time,0,4.5,4,4,5,5,31,2,95,1,4,-65,0,0,6
f 640-700 f 640-700 a Passed 1st time,0,3.125,10,2,10,5,37,7,94,1,4,-61,0,0,6
f 640-700 f 640-700 c Failed,0,3.875,1,1,1,5,32.5,7,94,1,5,-61,0,1,6
f 640-700 f 640-700 a Passed 1st time,0,3.375,3,2,3,5,36,7,94,1,5,-61,0,1,6
f 640-700 f 640-700 a Passed 1st time,0,3.375,8,8,8,5,36,7,94,1,4,-61,0,0,6
f 640-700 f 640-700 a Passed 1st time,0,3.75,4,3,4,5,33.5,7,94,1,4,-61,0,1,6
f 640-700 f 640-700 a Passed 1st time,0,3.625,5,5,5,5,35,7,94,1,4,-61,0,1,6
f 640-700 f 640-700 a Passed 1st time,0,4.125,8,10,8,5,31,7,94,1,2,-61,0,1,6
f 640-700 f 640-700 a Passed 1st time,0,3.5,3,6,3,5,34,7,94,1,4,-61,0,0,6
f 640-700 f 640-700 a Passed 1st time,0,4.125,7,6,7,5,33,7,94,1,3,-61,0,0,6
f 640-700 f 640-700 a Passed 1st time,0,4.375,5,3,5,5,30.5,7,94,1,2,-61,0,1,6
f 640-700 f 640-700 a Passed 1st time,0,3.5,2,3,2,5,33.5,2,94,1,4,-66,0,0,6
f 640-700 f 640-700 a Passed 1st time,0,3.75,4,2,4,5,34,7,94,1,4,-61,0,1,6
f 640-700 f 640-700 a Passed 1st time,0,3.375,6,7,6,5,34,2,94,1,5,-66,0,1,6
f 640-700 f 640-700 a Passed 1st time,0,3.5,1,5,1,5,33,7,94,1,5,-61,0,0,6
f 640-700 f 640-700 a Passed 1st time,0,3.75,4,4,4,5,34,7,94,1,4,-61,0,0,6
f 640-700 f 640-700 a Passed 1st time,0,3.875,1,1,1,5,31,7,94,1,1,-62,0,1,6
f 640-700 f 640-700 a Passed 1st time,0,4,10,6,10,5,34,7,94,1,3,-62,0,1,6
f 640-700 f 640-700 a Passed 1st time,0,3.5,9,2,9,5,34,7,94,1,3,-62,0,1,6
f 640-700 f 640-700 a Passed 1st time,0,4.25,10,6,10,5,32,7,94,1,3,-62,0,1,6
f 640-700 f 640-700 a Passed 1st time,0,4.375,3,3,3,5,32,7,94,1,4,-62,0,0,6
f 640-700 f 640-700 c Failed,0,3.75,2,3,2,5,33,7,94,1,4,-62,0,1,6
f 640-700 f 640-700 a Passed 1st time,0,4,3,2,3,5,32,7,94,1,2,-62,0,1,6
f 640-700 f 640-700 a Passed 1st time,0,4.125,9,9,9,5,33,7,94,1,4,-63,0,0,6
f 640-700 f 640-700 a Passed 1st time,0,4.25,4,7,4,5,30,7,94,1,3,-63,0,0,6
f 640-700 f 640-700 a Passed 1st time,0,4.25,1,1,1,5,31,7,94,1,3,-63,0,0,6
f 640-700 f 640-700 b Passed 2nd time,0,3.625,2,2,2,5,34,7,95,1,4,-64,0,0,6
g 700+ i 820+ a Passed 1st time,0,4.375,4,5,4,5,44,7,94,1,3,-17,0,1,6
g 700+ h 760-820 a Passed 1st time,0,4.125,1,2,1,5,40,7,94,1,3,-22,0,0,6
g 700+ i 820+ c Failed,0,3.75,3,1,3,5,43,7,94,1,4,-34,0,0,6
g 700+ i 820+ a Passed 1st time,0,4.5,10,10,10,5,43,2,96,1,2,-44,0,0,6
g 700+ g 700-760 a Passed 1st time,0,3.625,1,1,1,5,36,7,94,1,5,-39,0,0,6
g 700+ i 820+ a Passed 1st time,0,4.5,2,3,2,5,45,7,94,1,3,-39,0,0,6
g 700+ i 820+ a Passed 1st time,0,4.625,1,2,1,5,47,2,94,1,5,-46,0,1,6
g 700+ i 820+ a Passed 1st time,0,4.5,10,9,10,5,44,7,94,1,3,-41,0,1,6
g 700+ i 820+ a Passed 1st time,0,4.125,9,8,9,5,47,7,94,1,5,-41,0,1,6
g 700+ h 760-820 a Passed 1st time,0,4.375,8,7,8,5,37,7,94,1,3,-41,0,0,6
g 700+ g 700-760 a Passed 1st time,0,3.625,5,7,5,5,36.5,2,94,1,3,-47,0,0,6
g 700+ i 820+ a Passed 1st time,0,4.25,5,6,5,5,47,7,94,1,1,-42,0,0,6
g 700+ i 820+ a Passed 1st time,0,4.375,5,8,6,5,41,7,94,1,3,-43,0,0,6
g 700+ h 760-820 c Failed,0,3.625,7,6,7,5,40,7,94,1,4,-43,0,1,6
g 700+ i 820+ a Passed 1st time,0,4.625,6,5,6,5,44,7,94,1,3,-44,0,0,6
g 700+ i 820+ a Passed 1st time,0,4.125,2,3,3,5,48,7,94,1,3,-44,0,0,6
g 700+ h 760-820 a Passed 1st time,0,4.875,4,5,5,5,37,7,94,1,4,-44,0,0,6
g 700+ i 820+ a Passed 1st time,0,4.375,3,3,3,5,45,7,94,1,4,-45,0,1,6
g 700+ i 820+ a Passed 1st time,0,4.875,5,9,5,5,40,7,94,1,2,-45,0,0,6
g 700+ h 760-820 a Passed 1st time,0,4.25,6,9,6,5,39,7,94,1,3,-46,0,0,6
g 700+ g 700-760 b Passed 2nd time,0,3.875,1,1,1,5,37,2,96,1,4,-51,0,1,6
g 700+ g 700-760 a Passed 1st time,0,4.375,5,4,5,5,35,7,94,1,3,-47,0,0,6
g 700+ h 760-820 a Passed 1st time,0,3.625,5,7,5,5,41,7,94,1,4,-47,0,1,6
g 700+ i 820+ a Passed 1st time,0,4.75,10,9,10,5,42,7,94,1,4,-47,0,0,6
g 700+ i 820+ a Passed 1st time,0,4.875,7,7,7,5,41,7,94,1,3,-47,0,0,6
g 700+ h 760-820 b Passed 2nd time,0,4.25,3,2,3,5,40,7,95,1,4,-48,0,1,6
g 700+ i 820+ a Passed 1st time,0,4.75,7,6,7,5,42,7,94,1,4,-48,0,0,6
g 700+ i 820+ a Passed 1st time,0,5,4,4,5,5,40,7,94,1,3,-48,0,0,6
g 700+ g 700-760 a Passed 1st time,0,4.25,3,5,4,5,33,7,94,2,2,-48,1,0,6
g 700+ g 700-760 a Passed 1st time,0,3.625,3,4,3,5,39,7,94,1,3,-49,0,1,6
g 700+ i 820+ a Passed 1st time,0,4.625,4,6,4,5,42,7,94,1,3,-49,0,0,6
g 700+ i 820+ a Passed 1st time,0,4.875,8,9,8,5,43,7,94,1,4,-49,0,1,6
g 700+ g 700-760 a Passed 1st time,0,3.75,5,5,5,5,36,7,94,1,3,-49,0,1,6
g 700+ g 700-760 a Passed 1st time,0,3.875,7,8,7,5,38,7,94,2,5,-49,1,1,6
g 700+ h 760-820 a Passed 1st time,0,4.875,5,6,5,5,36,7,94,1,3,-49,0,1,6
g 700+ h 760-820 a Passed 1st time,0,3,10,8,10,5,44,7,94,1,4,-50,0,1,6
g 700+ i 820+ a Passed 1st time,0,4.875,8,10,8,5,40,2,95,1,3,-55,0,1,6
g 700+ i 820+ a Passed 1st time,0,5,3,4,4,5,45,7,94,1,3,-50,0,0,6
g 700+ i 820+ a Passed 1st time,0,4.375,3,3,3,5,44,7,94,1,4,-50,0,1,6
g 700+ i 820+ a Passed 1st time,0,4.5,7,8,7,5,42,7,94,1,3,-50,0,1,6
g 700+ i 820+ a Passed 1st time,0,4.625,9,8,9,5,42,7,94,1,4,-50,0,0,6
g 700+ i 820+ a Passed 1st time,0,4.875,9,9,9,5,42,7,94,1,4,-50,0,1,6
g 700+ i 820+ a Passed 1st time,0,4.875,10,10,10,5,46,7,94,1,4,-51,0,0,6
g 700+ h 760-820 a Passed 1st time,0,4.5,4,4,4,5,36,7,94,2,3,-51,1,0,6
g 700+ i 820+ a Passed 1st time,0,4.875,9,9,8,5,40,7,94,1,3,-51,0,1,6
g 700+ i 820+ a Passed 1st time,0,5,4,4,4,5,42,7,94,1,5,-51,0,1,6
g 700+ g 700-760 c Failed,0,4.25,4,1,4,5,36,7,94,1,4,-51,0,0,6
g 700+ h 760-820 a Passed 1st time,0,4.625,7,8,7,5,38,7,94,1,3,-51,0,0,6
g 700+ i 820+ a Passed 1st time,0,4.375,8,8,8,5,48,2,94,1,3,-56,0,0,6
g 700+ i 820+ a Passed 1st time,0,4.125,3,4,3,5,47,7,94,1,3,-51,0,1,6
g 700+ g 700-760 a Passed 1st time,0,4.5,2,2,2,5,35,7,94,1,3,-51,0,1,6
g 700+ h 760-820 a Passed 1st time,0,3.75,9,10,9,5,41,7,94,1,2,-51,0,1,6
g 700+ i 820+ a Passed 1st time,0,4.375,4,4,4,5,45,7,94,1,3,-52,0,1,6
g 700+ h 760-820 a Passed 1st time,0,4,4,4,4,5,40,7,94,1,2,-52,0,1,6
g 700+ i 820+ a Passed 1st time,0,4.25,2,1,2,5,43,2,95,1,3,-57,0,0,6
g 700+ i 820+ a Passed 1st time,0,3.625,7,4,7,5,45,7,94,1,2,-52,0,1,6
g 700+ h 760-820 a Passed 1st time,0,4.125,7,7,7,5,40,7,94,2,4,-52,1,0,6
g 700+ i 820+ a Passed 1st time,0,4.375,2,3,2,5,45,7,94,1,3,-52,0,0,6
g 700+ i 820+ a Passed 1st time,0,4.375,10,10,10,5,48,7,94,1,3,-52,0,1,6
g 700+ g 700-760 a Passed 1st time,0,3.875,2,2,2,5,36,7,94,1,3,-52,0,0,6
g 700+ i 820+ b Passed 2nd time,0,4.875,5,3,5,5,40,2,95,1,2,-58,0,0,6
g 700+ h 760-820 a Passed 1st time,0,4.375,8,9,8,5,39,7,94,1,4,-53,0,0,6
g 700+ i 820+ a Passed 1st time,0,4.625,4,7,4,5,41,7,94,1,4,-53,0,1,6
g 700+ i 820+ a Passed 1st time,0,4.25,4,6,5,5,48,7,94,1,4,-53,0,0,6
g 700+ g 700-760 a Passed 1st time,0,3.25,4,5,5,5,40,7,94,1,2,-53,0,1,6
g 700+ i 820+ a Passed 1st time,0,4.625,10,10,10,5,42,7,94,1,2,-53,0,1,6
g 700+ i 820+ a Passed 1st time,0,4.125,6,6,6,5,48,7,94,1,3,-53,0,1,6
g 700+ g 700-760 a Passed 1st time,0,3.75,3,5,3,5,38,7,94,1,5,-53,0,1,6
g 700+ h 760-820 a Passed 1st time,0,4.125,1,1,1,5,38,7,94,1,4,-53,0,1,6
g 700+ i 820+ a Passed 1st time,0,4.625,10,10,10,5,48,7,94,1,3,-53,0,0,6
g 700+ i 820+ a Passed 1st time,0,4.375,6,7,6,5,47,7,94,1,3,-53,0,1,6
g 700+ i 820+ a Passed 1st time,0,4.5,10,10,10,5,43,7,94,1,3,-53,0,0,6
g 700+ i 820+ a Passed 1st time,0,4.5,7,8,7,5,44,7,94,1,4,-53,0,1,6
g 700+ h 760-820 a Passed 1st time,0,3.75,5,7,5,5,42,7,94,1,3,-53,0,1,6
g 700+ h 760-820 a Passed 1st time,0,4.875,8,7,8,5,35,7,94,1,3,-53,0,1,6
g 700+ i 820+ a Passed 1st time,0,4,4,4,4,5,46,7,94,1,3,-53,0,1,6
g 700+ i 820+ a Passed 1st time,0,4.25,9,4,9,5,43,7,94,1,3,-54,0,1,6
g 700+ i 820+ a Passed 1st time,0,4.875,10,10,10,5,46,7,94,1,3,-54,0,0,6
g 700+ i 820+ a Passed 1st time,0,4.75,7,8,7,5,38,7,94,1,4,-54,0,1,6
g 700+ i 820+ a Passed 1st time,0,3.875,3,3,4,5,45,7,94,1,3,-54,0,1,6
g 700+ i 820+ a Passed 1st time,0,3.875,9,8,9,5,47,7,94,1,3,-54,0,0,6
g 700+ h 760-820 a Passed 1st time,0,3.5,9,9,9,5,42,7,94,1,2,-54,0,1,6
g 700+ i 820+ a Passed 1st time,0,4,10,10,10,5,42,7,94,1,4,-54,0,1,6
g 700+ i 820+ a Passed 1st time,0,4.5,5,8,5,5,43,7,94,1,4,-54,0,1,6
g 700+ h 760-820 a Passed 1st time,0,3.375,4,4,4,5,43,7,94,1,3,-54,0,1,6
g 700+ g 700-760 a Passed 1st time,0,3.5,10,10,10,5,40,7,94,1,2,-54,0,1,6
g 700+ h 760-820 b Passed 2nd time,0,3.875,1,2,1,5,40,7,95,1,4,-54,0,1,6
g 700+ i 820+ a Passed 1st time,0,4.875,10,4,9,5,40.5,7,94,1,3,-54,0,1,6
g 700+ i 820+ a Passed 1st time,0,4.125,10,4,10,5,41.5,7,94,1,5,-54,0,1,6
g 700+ i 820+ a Passed 1st time,0,4.5,2,2,2,5,41,2,95,1,3,-59,0,0,6
g 700+ i 820+ a Passed 1st time,0,4.625,9,8,9,5,46,7,94,1,3,-54,0,0,6
g 700+ i 820+ a Passed 1st time,0,4.75,3,3,3,5,46,7,94,1,4,-54,0,1,6
g 700+ h 760-820 a Passed 1st time,0,4.25,6,9,6,5,37.7,7,94,1,3,-54,0,1,6
g 700+ i 820+ a Passed 1st time,0,4.625,3,3,3,5,41,7,94,1,3,-54,0,1,6
g 700+ g 700-760 a Passed 1st time,0,3.5,9,9,9,5,37,7,94,1,3,-54,0,1,6
